initial_temp,cooling_multiple,temp_length,num_non_improve,time_taken,kemeny_score
1000,0.992,1000,1000,1.026094913482666,71.0
1000,0.992,1000,2000,1.0092768669128418,68.0
1000,0.992,1000,3000,1.00907301902771,69.0
1000,0.992,10000,1000,1.3639652729034424,68.0
1000,0.992,10000,2000,2.5199759006500244,72.0
1000,0.992,10000,3000,4.338640928268433,73.0
1000,0.992,100000,1000,1.393589973449707,69.0
1000,0.992,100000,2000,2.4864020347595215,68.0
1000,0.992,100000,3000,4.100589990615845,68.0
1000,0.993,100,1000,0.10291004180908203,134.0
1000,0.993,100,2000,0.10258007049560547,143.0
1000,0.993,100,3000,0.10360193252563477,132.0
1000,0.993,1000,1000,1.0222289562225342,75.0
1000,0.993,1000,2000,1.0201280117034912,71.0
1000,0.993,1000,3000,1.019291877746582,66.0
1000,0.993,10000,1000,1.4248368740081787,67.0
1000,0.993,10000,2000,2.4874467849731445,70.0
1000,0.993,10000,3000,3.4867520332336426,63.0
1000,0.993,100000,1000,1.435394048690796,67.0
1000,0.993,100000,2000,2.471169948577881,68.0
1000,0.993,100000,3000,3.955904722213745,67.0
1000,0.994,100,1000,0.10276126861572266,161.0
1000,0.994,100,2000,0.1029047966003418,154.0
1000,0.994,100,3000,0.1046292781829834,153.0
1000,0.994,1000,1000,1.0445690155029297,80.0
1000,0.994,1000,2000,1.0147709846496582,76.0
1000,0.994,1000,3000,1.0292880535125732,83.0
1000,0.994,10000,1000,1.5092241764068604,67.0
1000,0.994,10000,2000,2.47263503074646,65.0
1000,0.994,10000,3000,3.496385097503662,70.0
1000,0.994,100000,1000,2.2500860691070557,64.0
1000,0.994,100000,2000,3.2976977825164795,70.0
1000,0.994,100000,3000,4.093855142593384,68.0
1000,0.995,100,1000,0.09987616539001465,151.0
1000,0.995,100,2000,0.10190701484680176,125.0
1000,0.995,100,3000,0.09952592849731445,143.0
1000,0.995,1000,1000,1.000020980834961,98.0
1000,0.995,1000,2000,1.0075669288635254,96.0
1000,0.995,1000,3000,1.0137970447540283,93.0
1000,0.995,10000,1000,3.7367911338806152,66.0
1000,0.995,10000,2000,3.4059059619903564,64.0
1000,0.995,10000,3000,4.4440789222717285,65.0
1000,0.995,100000,1000,2.1861329078674316,66.0
1000,0.995,100000,2000,3.3590970039367676,72.0
1000,0.995,100000,3000,4.643555164337158,70.0
1000,0.996,100,1000,0.1013190746307373,165.0
1000,0.996,100,2000,0.11099863052368164,130.0
1000,0.996,100,3000,0.10834503173828125,143.0
1000,0.996,1000,1000,1.0160319805145264,106.0
1000,0.996,1000,2000,1.032052993774414,101.0
1000,0.996,1000,3000,1.03074312210083,120.0
1000,0.996,10000,1000,1.7800440788269043,65.0
1000,0.996,10000,2000,3.861647844314575,67.0
1000,0.996,10000,3000,3.7915408611297607,63.0
1000,0.996,100000,1000,2.9997971057891846,63.0
1000,0.996,100000,2000,2.7365708351135254,67.0
1000,0.996,100000,3000,4.950331687927246,64.0
1000,0.997,100,1000,0.10516810417175293,153.0
1000,0.997,100,2000,0.10163021087646484,135.0
1000,0.997,100,3000,0.10244584083557129,142.0
1000,0.997,1000,1000,1.0265560150146484,129.0
1000,0.997,1000,2000,1.0193252563476562,129.0
1000,0.997,1000,3000,1.0287489891052246,127.0
1000,0.997,10000,1000,1.9388689994812012,96.0
1000,0.997,10000,2000,3.0989832878112793,67.0
1000,0.997,10000,3000,5.645248889923096,64.0
1000,0.997,100000,1000,3.2247040271759033,67.0
1000,0.997,100000,2000,4.673511981964111,66.0
1000,0.997,100000,3000,3.9325919151306152,65.0
1000,0.998,100,1000,0.10384821891784668,130.0
1000,0.998,100,2000,0.10234284400939941,149.0
1000,0.998,100,3000,0.10280489921569824,132.0
1000,0.998,1000,1000,1.0078709125518799,115.0
1000,0.998,1000,2000,1.0083529949188232,136.0
1000,0.998,1000,3000,1.003967046737671,122.0
1000,0.998,10000,1000,6.621929883956909,65.0
1000,0.998,10000,2000,5.530823230743408,67.0
1000,0.998,10000,3000,6.599971055984497,63.0
1000,0.998,100000,1000,2.3120908737182617,65.0
1000,0.998,100000,2000,3.6349568367004395,64.0
1000,0.998,100000,3000,5.549921989440918,63.0
100000,0.99,100,1000,0.1132652759552002,132.0
100000,0.99,100,2000,0.11310195922851562,155.0
100000,0.99,100,3000,0.11090207099914551,142.0
100000,0.99,1000,1000,1.047239065170288,85.0
100000,0.99,1000,2000,1.0630998611450195,82.0
100000,0.99,1000,3000,1.0711419582366943,109.0
100000,0.99,10000,1000,1.5974650382995605,65.0
100000,0.99,10000,2000,2.6605799198150635,68.0
100000,0.99,10000,3000,3.7332370281219482,69.0
100000,0.99,100000,1000,2.2957448959350586,76.0
100000,0.99,100000,2000,3.365872859954834,67.0
100000,0.99,100000,3000,4.44312596321106,69.0
100000,0.991,100,1000,0.1023259162902832,139.0
100000,0.991,100,2000,0.1064157485961914,152.0
100000,0.991,100,3000,0.10445475578308105,163.0
100000,0.991,1000,1000,1.0357160568237305,106.0
100000,0.991,1000,2000,1.047093152999878,133.0
100000,0.991,1000,3000,1.040086030960083,119.0
100000,0.991,10000,1000,2.3978638648986816,68.0
100000,0.991,10000,2000,3.426712989807129,68.0
100000,0.991,10000,3000,4.524142026901245,72.0
100000,0.991,100000,1000,1.6800808906555176,68.0
100000,0.991,100000,2000,2.7282819747924805,64.0
100000,0.991,100000,3000,3.747807025909424,73.0
100000,0.992,100,1000,0.110260009765625,155.0
100000,0.992,100,2000,0.1028289794921875,143.0
100000,0.992,100,3000,0.10209202766418457,142.0
100000,0.992,1000,1000,1.0208630561828613,123.0
100000,0.992,1000,2000,1.0298612117767334,108.0
100000,0.992,1000,3000,1.0384440422058105,124.0
100000,0.992,10000,1000,1.759666919708252,73.0
100000,0.992,10000,2000,4.661945104598999,65.0
100000,0.992,10000,3000,3.791548728942871,70.0
100000,0.992,100000,1000,2.5388920307159424,63.0
100000,0.992,100000,2000,2.739773988723755,66.0
100000,0.992,100000,3000,3.8637943267822266,68.0
100000,0.993,100,1000,0.10287690162658691,164.0
100000,0.993,100,2000,0.10202288627624512,154.0
100000,0.993,100,3000,0.10526514053344727,140.0
100000,0.993,1000,1000,1.0632579326629639,111.0
100000,0.993,1000,2000,1.0495638847351074,109.0
100000,0.993,1000,3000,1.0458569526672363,131.0
100000,0.993,10000,1000,1.8794350624084473,70.0
100000,0.993,10000,2000,2.8791821002960205,64.0
100000,0.993,10000,3000,3.936920642852783,68.0
100000,0.993,100000,1000,1.867811918258667,67.0
100000,0.993,100000,2000,2.8287129402160645,64.0
100000,0.993,100000,3000,6.12608003616333,75.0
100000,0.994,100,1000,0.10956692695617676,160.0
100000,0.994,100,2000,0.10681295394897461,130.0
100000,0.994,100,3000,0.10550928115844727,143.0
100000,0.994,1000,1000,1.0259640216827393,133.0
100000,0.994,1000,2000,1.028007984161377,125.0
100000,0.994,1000,3000,1.0283360481262207,124.0
100000,0.994,10000,1000,2.89272403717041,69.0
100000,0.994,10000,2000,2.964276075363159,68.0
100000,0.994,10000,3000,5.143783092498779,71.0
100000,0.994,100000,1000,3.542041063308716,69.0
100000,0.994,100000,2000,5.342496871948242,64.0
100000,0.994,100000,3000,5.260056018829346,65.0
100000,0.995,100,1000,0.10603904724121094,155.0
100000,0.995,100,2000,0.10664677619934082,170.0
100000,0.995,100,3000,0.10660195350646973,168.0
100000,0.995,1000,1000,1.0675220489501953,131.0
100000,0.995,1000,2000,1.0794739723205566,113.0
100000,0.995,1000,3000,1.0529911518096924,138.0
100000,0.995,10000,1000,2.167840003967285,87.0
100000,0.995,10000,2000,4.666401147842407,64.0
100000,0.995,10000,3000,4.2863450050354,64.0
100000,0.995,100000,1000,2.1779892444610596,64.0
100000,0.995,100000,2000,4.404453992843628,68.0
100000,0.995,100000,3000,5.589983940124512,64.0
100000,0.996,100,1000,0.10621380805969238,107.0
100000,0.996,100,2000,0.10374879837036133,128.0
100000,0.996,100,3000,0.10339689254760742,194.0
100000,0.996,1000,1000,1.055016279220581,101.0
100000,0.996,1000,2000,1.04532790184021,110.0
100000,0.996,1000,3000,1.0398178100585938,120.0
100000,0.996,10000,1000,5.090198993682861,63.0
100000,0.996,10000,2000,5.492480993270874,67.0
100000,0.996,10000,3000,6.408867835998535,63.0
100000,0.996,100000,1000,2.305988073348999,67.0
100000,0.996,100000,2000,4.947650909423828,65.0
100000,0.996,100000,3000,5.896203994750977,63.0
100000,0.997,100,1000,0.10521388053894043,140.0
100000,0.997,100,2000,0.10306286811828613,143.0
100000,0.997,100,3000,0.10292387008666992,169.0
100000,0.997,1000,1000,1.0172538757324219,119.0
100000,0.997,1000,2000,1.064033031463623,107.0
100000,0.997,1000,3000,1.0645880699157715,125.0
100000,0.997,10000,1000,2.5253381729125977,118.0
100000,0.997,10000,2000,3.874190092086792,66.0
100000,0.997,10000,3000,7.056113958358765,63.0
100000,0.997,100000,1000,2.3915939331054688,66.0
100000,0.997,100000,2000,6.249079942703247,66.0
100000,0.997,100000,3000,5.06047511100769,63.0
100000,0.998,100,1000,0.10347914695739746,121.0
100000,0.998,100,2000,0.10113310813903809,168.0
100000,0.998,100,3000,0.10532712936401367,163.0
100000,0.998,1000,1000,1.0507378578186035,124.0
100000,0.998,1000,2000,1.1740548610687256,111.0
100000,0.998,1000,3000,1.036228895187378,102.0
100000,0.998,10000,1000,3.6324431896209717,109.0
100000,0.998,10000,2000,7.773355007171631,65.0
100000,0.998,10000,3000,9.116888046264648,63.0
100000,0.998,100000,1000,2.3749849796295166,67.0
100000,0.998,100000,2000,9.068747997283936,64.0
100000,0.998,100000,3000,5.8649821281433105,67.0
1000000,0.99,100,1000,0.1052861213684082,148.0
1000000,0.99,100,2000,0.10574221611022949,151.0
1000000,0.99,100,3000,0.10251784324645996,127.0
1000000,0.99,1000,1000,1.0428037643432617,129.0
1000000,0.99,1000,2000,1.0545179843902588,118.0
1000000,0.99,1000,3000,1.041031837463379,124.0
1000000,0.99,10000,1000,2.520559072494507,67.0
1000000,0.99,10000,2000,2.7600371837615967,68.0
1000000,0.99,10000,3000,3.803190231323242,68.0
1000000,0.99,100000,1000,2.5377399921417236,63.0
1000000,0.99,100000,2000,3.5697100162506104,68.0
1000000,0.99,100000,3000,4.581791877746582,66.0
1000000,0.991,100,1000,0.10687994956970215,148.0
1000000,0.991,100,2000,0.10320615768432617,153.0
1000000,0.991,100,3000,0.10434103012084961,149.0
1000000,0.991,1000,1000,1.03855299949646,115.0
1000000,0.991,1000,2000,1.0356810092926025,129.0
1000000,0.991,1000,3000,1.0294480323791504,122.0
1000000,0.991,10000,1000,1.8143510818481445,65.0
1000000,0.991,10000,2000,4.331914901733398,64.0
1000000,0.991,10000,3000,4.8421478271484375,69.0
1000000,0.991,100000,1000,1.9121992588043213,65.0
1000000,0.991,100000,2000,2.8801519870758057,71.0
1000000,0.991,100000,3000,3.898850202560425,70.0
1000000,0.992,100,1000,0.10191488265991211,165.0
1000000,0.992,100,2000,0.10405111312866211,182.0
1000000,0.992,100,3000,0.10234498977661133,143.0
1000000,0.992,1000,1000,1.022618055343628,132.0
1000000,0.992,1000,2000,1.0097711086273193,129.0
1000000,0.992,1000,3000,1.0191888809204102,106.0
1000000,0.992,10000,1000,1.849104881286621,69.0
1000000,0.992,10000,2000,3.8922321796417236,68.0
1000000,0.992,10000,3000,4.9754040241241455,69.0
1000000,0.992,100000,1000,1.927483081817627,68.0
1000000,0.992,100000,2000,2.922694206237793,65.0
1000000,0.992,100000,3000,5.2547430992126465,64.0
1000000,0.993,100,1000,0.1208498477935791,169.0
1000000,0.993,100,2000,0.12725210189819336,139.0
1000000,0.993,100,3000,0.11515283584594727,160.0
1000000,0.993,1000,1000,1.2166049480438232,114.0
1000000,0.993,1000,2000,1.0410151481628418,132.0
1000000,0.993,1000,3000,1.019752025604248,126.0
1000000,0.993,10000,1000,2.998516082763672,67.0
1000000,0.993,10000,2000,2.9709980487823486,73.0
1000000,0.993,10000,3000,5.731612205505371,67.0
1000000,0.993,100000,1000,1.982489824295044,64.0
1000000,0.993,100000,2000,4.369213104248047,66.0
1000000,0.993,100000,3000,4.195398807525635,70.0
1000000,0.994,100,1000,0.10677886009216309,153.0
1000000,0.994,100,2000,0.10444498062133789,157.0
1000000,0.994,100,3000,0.10612702369689941,148.0
1000000,0.994,1000,1000,1.0451428890228271,132.0
1000000,0.994,1000,2000,1.04132080078125,140.0
1000000,0.994,1000,3000,1.0449261665344238,116.0
1000000,0.994,10000,1000,3.4518792629241943,68.0
1000000,0.994,10000,2000,3.129301071166992,67.0
1000000,0.994,10000,3000,4.148747205734253,63.0
1000000,0.994,100000,1000,2.117335081100464,69.0
1000000,0.994,100000,2000,4.741012096405029,63.0
1000000,0.994,100000,3000,7.621453762054443,67.0
1000000,0.995,100,1000,0.11763596534729004,144.0
1000000,0.995,100,2000,0.10631608963012695,164.0
1000000,0.995,100,3000,0.10613083839416504,153.0
1000000,0.995,1000,1000,1.0210061073303223,113.0
1000000,0.995,1000,2000,1.0184597969055176,137.0
1000000,0.995,1000,3000,1.033308982849121,128.0
1000000,0.995,10000,1000,3.956894874572754,66.0
1000000,0.995,10000,2000,3.705507755279541,66.0
1000000,0.995,10000,3000,6.0706281661987305,67.0
1000000,0.995,100000,1000,2.2642762660980225,75.0
1000000,0.995,100000,2000,4.974116802215576,66.0
1000000,0.995,100000,3000,5.867904186248779,63.0
1000000,0.996,100,1000,0.10140514373779297,180.0
1000000,0.996,100,2000,0.1014089584350586,151.0
1000000,0.996,100,3000,0.10105323791503906,117.0
1000000,0.996,1000,1000,1.0169227123260498,125.0
1000000,0.996,1000,2000,1.0141310691833496,118.0
1000000,0.996,1000,3000,1.020700216293335,121.0
1000000,0.996,10000,1000,2.3544888496398926,64.0
1000000,0.996,10000,2000,3.7411348819732666,68.0
1000000,0.996,10000,3000,6.525101184844971,65.0
1000000,0.996,100000,1000,2.410506010055542,69.0
1000000,0.996,100000,2000,3.6589879989624023,65.0
1000000,0.996,100000,3000,4.700920104980469,71.0
1000000,0.997,100,1000,0.10341310501098633,145.0
1000000,0.997,100,2000,0.10183215141296387,149.0
1000000,0.997,100,3000,0.10004091262817383,132.0
1000000,0.997,1000,1000,1.1358790397644043,125.0
1000000,0.997,1000,2000,1.9691698551177979,135.0
1000000,0.997,1000,3000,1.1489250659942627,119.0
1000000,0.997,10000,1000,6.238265037536621,69.0
1000000,0.997,10000,2000,4.405351161956787,70.0
1000000,0.997,10000,3000,5.431936025619507,67.0
1000000,0.997,100000,1000,3.622459888458252,112.0
1000000,0.997,100000,2000,4.333065986633301,80.0
1000000,0.997,100000,3000,7.7957048416137695,69.0
1000000,0.998,100,1000,0.1019289493560791,145.0
1000000,0.998,100,2000,0.10215997695922852,161.0
1000000,0.998,100,3000,0.10648775100708008,119.0
1000000,0.998,1000,1000,1.0267200469970703,131.0
1000000,0.998,1000,2000,1.0259699821472168,118.0
1000000,0.998,1000,3000,1.0185277462005615,129.0
1000000,0.998,10000,1000,7.813687086105347,67.0
1000000,0.998,10000,2000,4.629266023635864,66.0
1000000,0.998,10000,3000,10.299978017807007,66.0
1000000,0.998,100000,1000,2.577670097351074,112.0
1000000,0.998,100000,2000,5.5395238399505615,113.0
1000000,0.998,100000,3000,9.798711061477661,66.0
10000000,0.99,100,1000,0.10064196586608887,172.0
10000000,0.99,100,2000,0.10215210914611816,164.0
10000000,0.99,100,3000,0.10293793678283691,117.0
10000000,0.99,1000,1000,1.0231719017028809,135.0
10000000,0.99,1000,2000,1.0139241218566895,133.0
10000000,0.99,1000,3000,1.5510640144348145,129.0
10000000,0.99,10000,1000,1.8760998249053955,69.0
10000000,0.99,10000,2000,3.805497884750366,66.0
10000000,0.99,10000,3000,3.8963401317596436,74.0
10000000,0.99,100000,1000,1.946671962738037,64.0
10000000,0.99,100000,2000,4.476434946060181,74.0
10000000,0.99,100000,3000,4.934741020202637,68.0
10000000,0.991,100,1000,0.10550689697265625,135.0
10000000,0.991,100,2000,0.10146594047546387,146.0
10000000,0.991,100,3000,0.10463380813598633,117.0
10000000,0.991,1000,1000,1.0226950645446777,125.0
10000000,0.991,1000,2000,1.0193448066711426,131.0
10000000,0.991,1000,3000,1.0224950313568115,112.0
10000000,0.991,10000,1000,1.9418129920959473,65.0
10000000,0.991,10000,2000,2.9647250175476074,70.0
10000000,0.991,10000,3000,4.94464898109436,68.0
10000000,0.991,100000,1000,1.9313337802886963,72.0
10000000,0.991,100000,2000,3.75244402885437,75.0
10000000,0.991,100000,3000,4.053153991699219,70.0
10000000,0.992,100,1000,0.10290002822875977,144.0
10000000,0.992,100,2000,0.10272002220153809,127.0
10000000,0.992,100,3000,0.10413503646850586,166.0
10000000,0.992,1000,1000,1.0880448818206787,141.0
10000000,0.992,1000,2000,1.0126230716705322,126.0
10000000,0.992,1000,3000,1.0953779220581055,126.0
10000000,0.992,10000,1000,2.03262996673584,75.0
10000000,0.992,10000,2000,4.084612131118774,68.0
10000000,0.992,10000,3000,4.033597946166992,67.0
10000000,0.992,100000,1000,2.047772169113159,68.0
10000000,0.992,100000,2000,4.154850959777832,72.0
10000000,0.992,100000,3000,6.945298910140991,68.0
10000000,0.993,100,1000,0.11206603050231934,130.0
10000000,0.993,100,2000,0.10300803184509277,160.0
10000000,0.993,100,3000,0.11041712760925293,142.0
10000000,0.993,1000,1000,1.0112049579620361,126.0
10000000,0.993,1000,2000,1.0070600509643555,125.0
10000000,0.993,1000,3000,1.111288070678711,134.0
10000000,0.993,10000,1000,3.4112770557403564,75.0
10000000,0.993,10000,2000,4.720232009887695,69.0
10000000,0.993,10000,3000,5.486952066421509,64.0
10000000,0.993,100000,1000,3.384122848510742,70.0
10000000,0.993,100000,2000,4.423279762268066,75.0
10000000,0.993,100000,3000,4.228981018066406,67.0
10000000,0.994,100,1000,0.10306787490844727,164.0
10000000,0.994,100,2000,0.1053311824798584,138.0
10000000,0.994,100,3000,0.10927319526672363,132.0
10000000,0.994,1000,1000,1.021378993988037,124.0
10000000,0.994,1000,2000,1.0059888362884521,135.0
10000000,0.994,1000,3000,1.0066537857055664,122.0
10000000,0.994,10000,1000,3.6766488552093506,63.0
10000000,0.994,10000,2000,3.4160830974578857,67.0
10000000,0.994,10000,3000,6.114542007446289,66.0
10000000,0.994,100000,1000,2.407602071762085,71.0
10000000,0.994,100000,2000,3.506075859069824,68.0
10000000,0.994,100000,3000,5.940648794174194,65.0
10000000,0.995,100,1000,0.10616111755371094,157.0
10000000,0.995,100,2000,0.10734319686889648,149.0
10000000,0.995,100,3000,0.10634398460388184,159.0
10000000,0.995,1000,1000,1.0532150268554688,110.0
10000000,0.995,1000,2000,1.0363118648529053,114.0
10000000,0.995,1000,3000,1.057811975479126,134.0
10000000,0.995,10000,1000,2.4403560161590576,72.0
10000000,0.995,10000,2000,3.742511749267578,70.0
10000000,0.995,10000,3000,4.762562036514282,67.0
10000000,0.995,100000,1000,4.404585123062134,79.0
10000000,0.995,100000,2000,5.4560229778289795,70.0
10000000,0.995,100000,3000,4.827261924743652,65.0
10000000,0.996,100,1000,0.1075890064239502,146.0
10000000,0.996,100,2000,0.10789608955383301,172.0
10000000,0.996,100,3000,0.10711812973022461,133.0
10000000,0.996,1000,1000,1.0614421367645264,119.0
10000000,0.996,1000,2000,1.0702061653137207,126.0
10000000,0.996,1000,3000,1.0568060874938965,127.0
10000000,0.996,10000,1000,2.9417190551757812,121.0
10000000,0.996,10000,2000,6.644702911376953,63.0
10000000,0.996,10000,3000,7.430154323577881,72.0
10000000,0.996,100000,1000,2.366609811782837,63.0
10000000,0.996,100000,2000,6.284559011459351,65.0
10000000,0.996,100000,3000,5.836708068847656,63.0
10000000,0.997,100,1000,0.10269427299499512,135.0
10000000,0.997,100,2000,0.10363006591796875,149.0
10000000,0.997,100,3000,0.10723114013671875,137.0
10000000,0.997,1000,1000,1.0490920543670654,134.0
10000000,0.997,1000,2000,1.019895076751709,130.0
10000000,0.997,1000,3000,1.049962043762207,107.0
10000000,0.997,10000,1000,3.7686729431152344,127.0
10000000,0.997,10000,2000,7.338713645935059,67.0
10000000,0.997,10000,3000,6.006108283996582,72.0
10000000,0.997,100000,1000,2.418731927871704,64.0
10000000,0.997,100000,2000,7.638938903808594,72.0
10000000,0.997,100000,3000,5.931623935699463,65.0
10000000,0.998,100,1000,0.10281181335449219,176.0
10000000,0.998,100,2000,0.1035912036895752,166.0
10000000,0.998,100,3000,0.10279512405395508,144.0
10000000,0.998,1000,1000,1.263826847076416,129.0
10000000,0.998,1000,2000,1.1218011379241943,122.0
10000000,0.998,1000,3000,1.1359460353851318,140.0
10000000,0.998,10000,1000,4.466526985168457,104.0
10000000,0.998,10000,2000,16.69317102432251,64.0
10000000,0.998,10000,3000,7.0634050369262695,67.0
10000000,0.998,100000,1000,7.311444997787476,111.0
10000000,0.998,100000,2000,10.104291915893555,64.0
10000000,0.998,100000,3000,7.067346096038818,64.0
100000000,0.99,100,1000,0.10499787330627441,134.0
100000000,0.99,100,2000,0.10196971893310547,144.0
