,,,
500,0.9,2.352922201156616,76
500,0.91,2.390155076980591,66
500,0.92,2.132436990737915,66
500,0.93,2.112678050994873,70
500,0.94,2.1257731914520264,77
500,0.95,2.5220422744750977,74
500,0.96,2.1551010608673096,74
500,0.97,2.1552987098693848,75
500,0.98,2.6327247619628906,68
500,0.99,2.3073372840881348,68
1000,0.9,2.098318099975586,76
1000,0.91,2.112694025039673,80
1000,0.92,2.1309549808502197,80
1000,0.93,2.123476982116699,83
1000,0.94,2.4586739540100098,79
1000,0.95,2.168428897857666,79
1000,0.96,2.3942809104919434,76
1000,0.97,2.4375438690185547,74
1000,0.98,2.5281848907470703,72
1000,0.99,2.964148998260498,64
1500,0.9,2.230119228363037,64
1500,0.91,2.1974399089813232,79
1500,0.92,2.1736161708831787,80
1500,0.93,2.3599741458892822,67
1500,0.94,2.2078561782836914,67
1500,0.95,2.205641984939575,73
1500,0.96,2.1751859188079834,76
1500,0.97,2.4334988594055176,74
1500,0.98,2.666688919067383,65
1500,0.99,2.387748956680298,65
2000,0.9,2.2658870220184326,72
2000,0.91,2.131074905395508,72
2000,0.92,2.4969089031219482,76
2000,0.93,2.1482150554656982,76
2000,0.94,2.451559066772461,77
2000,0.95,2.45317006111145,74
2000,0.96,2.317749261856079,73
2000,0.97,2.562631130218506,68
2000,0.98,2.2518310546875,68
2000,0.99,2.967395067214966,70
2500,0.9,2.1266720294952393,70
2500,0.91,2.117403268814087,76
2500,0.92,2.312702178955078,77
2500,0.93,2.1435329914093018,77
2500,0.94,2.1559548377990723,84
2500,0.95,2.3673830032348633,75
2500,0.96,2.191420793533325,75
2500,0.97,2.5789058208465576,75
2500,0.98,2.2611730098724365,75
2500,0.99,3.2220911979675293,70
3000,0.9,2.211437940597534,70
3000,0.91,2.924928903579712,72
3000,0.92,2.3645639419555664,72
3000,0.93,2.5557188987731934,73
3000,0.94,2.1610469818115234,73
3000,0.95,2.6009950637817383,68
3000,0.96,2.2025351524353027,68
3000,0.97,2.20046329498291,77
3000,0.98,2.3448538780212402,77
3000,0.99,2.9533939361572266,67
3500,0.9,2.1351068019866943,67
3500,0.91,2.159977912902832,70
3500,0.92,2.4370412826538086,70
3500,0.93,2.152625799179077,70
3500,0.94,2.2699759006500244,66
3500,0.95,2.189451217651367,66
3500,0.96,2.7190678119659424,79
3500,0.97,2.676260232925415,76
3500,0.98,2.346622943878174,76
3500,0.99,3.0043909549713135,73
4000,0.9,2.1363940238952637,73
4000,0.91,2.3178927898406982,70
4000,0.92,2.128891944885254,70
4000,0.93,2.3008480072021484,71
4000,0.94,2.5310328006744385,68
4000,0.95,2.171463966369629,68
4000,0.96,2.3815081119537354,69
4000,0.97,2.2274863719940186,69
4000,0.98,2.6316239833831787,75
4000,0.99,3.295945882797241,70
4500,0.9,2.1191699504852295,70
4500,0.91,2.4268338680267334,71
4500,0.92,2.411790132522583,67
4500,0.93,2.150014877319336,67
4500,0.94,2.380192995071411,72
4500,0.95,2.4720423221588135,71
4500,0.96,2.1674559116363525,71
4500,0.97,2.6652281284332275,79
4500,0.98,2.6071300506591797,68
4500,0.99,3.0265989303588867,67
5000,0.9,2.1122701168060303,67
5000,0.91,2.476746082305908,78
5000,0.92,2.1900181770324707,78
5000,0.93,2.556926965713501,77
5000,0.94,2.152341842651367,77
5000,0.95,2.3615849018096924,74
5000,0.96,2.206007957458496,74
5000,0.97,2.200413942337036,75
5000,0.98,2.6724958419799805,72
5000,0.99,2.465179920196533,72
5500,0.9,2.139068365097046,73
5500,0.91,2.163095235824585,80
5500,0.92,2.357354164123535,74
5500,0.93,2.1601128578186035,74
5500,0.94,2.6757819652557373,72
5500,0.95,2.1981940269470215,72
5500,0.96,2.1675760746002197,78
5500,0.97,2.573413848876953,70
5500,0.98,2.2971630096435547,70
5500,0.99,2.463587760925293,70
6000,0.9,2.1366190910339355,71
6000,0.91,2.1353070735931396,75
6000,0.92,2.1370961666107178,76
