initial_temp,cooling_multiple,temp_length,num_non_improve,time_taken,kemeny_score
1000,0.991,100000,3000,3.8095290660858154,67
1000,0.992,100,1000,0.10064506530761719,67
1000,0.992,100,2000,0.10108113288879395,130
1000,0.992,100,3000,0.10115694999694824,187
1000,0.992,1000,1000,1.0084190368652344,75
1000,0.992,1000,2000,1.0057599544525146,70
1000,0.992,1000,3000,1.008934736251831,70
1000,0.992,10000,1000,1.9909021854400635,70
1000,0.992,10000,2000,2.3762218952178955,70
1000,0.992,10000,3000,3.7851147651672363,73
1000,0.992,100000,1000,1.356452226638794,73
1000,0.992,100000,2000,2.8857719898223877,71
1000,0.992,100000,3000,3.931709051132202,66
1000,0.993,100,1000,0.10282611846923828,66
1000,0.993,100,2000,0.10088086128234863,146
1000,0.993,100,3000,0.10003876686096191,143
1000,0.993,1000,1000,0.99835205078125,70
1000,0.993,1000,2000,0.9963819980621338,70
1000,0.993,1000,3000,0.9951150417327881,72
1000,0.993,10000,1000,2.1802120208740234,69
1000,0.993,10000,2000,3.3842339515686035,66
1000,0.993,10000,3000,3.4271481037139893,66
1000,0.993,100000,1000,1.883943796157837,66
1000,0.993,100000,2000,3.0091259479522705,67
1000,0.993,100000,3000,3.3771419525146484,67
1000,0.994,100,1000,0.10022211074829102,88
1000,0.994,100,2000,0.10013508796691895,149
1000,0.994,100,3000,0.10078787803649902,178
1000,0.994,1000,1000,0.9973859786987305,94
1000,0.994,1000,2000,0.9981241226196289,87
1000,0.994,1000,3000,0.9993500709533691,90
1000,0.994,10000,1000,2.2023000717163086,68
1000,0.994,10000,2000,3.158240795135498,67
1000,0.994,10000,3000,3.4542160034179688,67
1000,0.994,100000,1000,1.4707987308502197,69
1000,0.994,100000,2000,3.1748788356781006,66
1000,0.994,100000,3000,3.4366540908813477,66
1000,0.995,100,1000,0.10145163536071777,76
1000,0.995,100,2000,0.10072708129882812,162
1000,0.995,100,3000,0.10146403312683105,163
1000,0.995,1000,1000,0.9956531524658203,109
1000,0.995,1000,2000,1.0007290840148926,103
1000,0.995,1000,3000,0.9944887161254883,100
1000,0.995,10000,1000,2.488375186920166,66
1000,0.995,10000,2000,2.5846750736236572,66
1000,0.995,10000,3000,4.428244113922119,66
1000,0.995,100000,1000,1.5465571880340576,66
1000,0.995,100000,2000,3.3157262802124023,69
1000,0.995,100000,3000,4.52069091796875,66
1000,0.996,100,1000,0.10133910179138184,66
1000,0.996,100,2000,0.09959197044372559,137
1000,0.996,100,3000,0.10038280487060547,133
1000,0.996,1000,1000,0.9970428943634033,118
1000,0.996,1000,2000,0.9949259757995605,121
1000,0.996,1000,3000,0.9982059001922607,118
1000,0.996,10000,1000,2.6874160766601562,66
1000,0.996,10000,2000,3.9727911949157715,65
1000,0.996,10000,3000,3.636838912963867,65
1000,0.996,100000,1000,1.6710140705108643,65
1000,0.996,100000,2000,3.5571818351745605,65
1000,0.996,100000,3000,3.693653106689453,65
1000,0.997,100,1000,0.09979081153869629,68
1000,0.997,100,2000,0.10054802894592285,159
1000,0.997,100,3000,0.10006284713745117,156
1000,0.997,1000,1000,1.0383827686309814,130
1000,0.997,1000,2000,1.340912103652954,115
1000,0.997,1000,3000,1.0958499908447266,129
1000,0.997,10000,1000,3.4920759201049805,68
1000,0.997,10000,2000,3.1621439456939697,68
1000,0.997,10000,3000,5.9616169929504395,68
1000,0.997,100000,1000,1.937690019607544,68
1000,0.997,100000,2000,4.579689979553223,65
1000,0.997,100000,3000,3.9501090049743652,65
1000,0.998,100,1000,0.10090804100036621,65
1000,0.998,100,2000,0.10095000267028809,135
1000,0.998,100,3000,0.10389566421508789,125
1000,0.998,1000,1000,1.0159637928009033,118
1000,0.998,1000,2000,1.025928020477295,107
1000,0.998,1000,3000,1.0275790691375732,117
1000,0.998,10000,1000,4.646225214004517,65
1000,0.998,10000,2000,3.3916029930114746,65
1000,0.998,10000,3000,6.561697006225586,68
1000,0.998,100000,1000,2.202399969100952,69
1000,0.998,100000,2000,6.047761917114258,65
1000,0.998,100000,3000,4.431326389312744,65
100000,0.99,100,1000,0.10165905952453613,66
100000,0.99,100,2000,0.10120296478271484,131
100000,0.99,100,3000,0.10488486289978027,154
100000,0.99,1000,1000,1.0156340599060059,113
100000,0.99,1000,2000,1.0287590026855469,103
100000,0.99,1000,3000,1.0242691040039062,81
100000,0.99,10000,1000,2.2854719161987305,73
100000,0.99,10000,2000,2.569578170776367,73
100000,0.99,10000,3000,4.469595909118652,71
100000,0.99,100000,1000,1.7531282901763916,71
100000,0.99,100000,2000,3.4849278926849365,75
100000,0.99,100000,3000,4.329684019088745,67
100000,0.991,100,1000,0.10136699676513672,67
100000,0.991,100,2000,0.10178303718566895,142
100000,0.991,100,3000,0.10358619689941406,143
100000,0.991,1000,1000,1.0210201740264893,118
100000,0.991,1000,2000,1.0190470218658447,113
100000,0.991,1000,3000,1.02577805519104,115
100000,0.991,10000,1000,2.383068323135376,76
100000,0.991,10000,2000,3.4221372604370117,75
100000,0.991,10000,3000,4.438683032989502,68
100000,0.991,100000,1000,1.6799890995025635,68
100000,0.991,100000,2000,3.5629119873046875,67
100000,0.991,100000,3000,3.6611039638519287,67
100000,0.992,100,1000,0.10075902938842773,78
100000,0.992,100,2000,0.10376501083374023,162
100000,0.992,100,3000,0.10405516624450684,157
100000,0.992,1000,1000,1.1029839515686035,129
100000,0.992,1000,2000,1.0244150161743164,115
100000,0.992,1000,3000,1.096022129058838,136
100000,0.992,10000,1000,2.796682596206665,74
100000,0.992,10000,2000,3.6934940814971924,72
100000,0.992,10000,3000,4.821583032608032,69
100000,0.992,100000,1000,1.802074909210205,69
100000,0.992,100000,2000,3.829756259918213,69
100000,0.992,100000,3000,4.82072114944458,68
100000,0.993,100,1000,0.11107373237609863,68
100000,0.993,100,2000,0.10581469535827637,116
100000,0.993,100,3000,0.11149907112121582,129
100000,0.993,1000,1000,1.0463721752166748,134
100000,0.993,1000,2000,1.08109712600708,133
100000,0.993,1000,3000,1.083219051361084,121
100000,0.993,10000,1000,2.753164052963257,69
100000,0.993,10000,2000,2.9464261531829834,69
100000,0.993,10000,3000,4.9828808307647705,72
100000,0.993,100000,1000,2.900874137878418,67
100000,0.993,100000,2000,2.975231885910034,67
100000,0.993,100000,3000,4.100512981414795,67
100000,0.994,100,1000,0.10668325424194336,68
100000,0.994,100,2000,0.11134004592895508,134
100000,0.994,100,3000,0.11013507843017578,168
100000,0.994,1000,1000,1.0916509628295898,132
100000,0.994,1000,2000,1.1119987964630127,118
100000,0.994,1000,3000,1.3122570514678955,126
100000,0.994,10000,1000,3.2373578548431396,63
100000,0.994,10000,2000,2.9174671173095703,63
100000,0.994,10000,3000,3.902479887008667,67
100000,0.994,100000,1000,1.965770959854126,68
100000,0.994,100000,2000,4.1710522174835205,66
100000,0.994,100000,3000,4.043822765350342,66
100000,0.995,100,1000,0.10483288764953613,79
100000,0.995,100,2000,0.10129618644714355,124
100000,0.995,100,3000,0.10070300102233887,166
100000,0.995,1000,1000,1.0105478763580322,117
100000,0.995,1000,2000,1.0095670223236084,124
100000,0.995,1000,3000,1.0160789489746094,126
100000,0.995,10000,1000,3.321381092071533,76
100000,0.995,10000,2000,4.330021858215332,72
100000,0.995,10000,3000,5.58934211730957,69
100000,0.995,100000,1000,2.0889289379119873,69
100000,0.995,100000,2000,4.350684881210327,70
100000,0.995,100000,3000,4.074023962020874,70
100000,0.996,100,1000,0.10113310813903809,76
100000,0.996,100,2000,0.10027384757995605,150
100000,0.996,100,3000,0.10076689720153809,127
100000,0.996,1000,1000,1.006606101989746,123
100000,0.996,1000,2000,0.9977319240570068,132
100000,0.996,1000,3000,1.0037240982055664,120
100000,0.996,10000,1000,3.922447919845581,65
100000,0.996,10000,2000,3.452481985092163,65
100000,0.996,10000,3000,4.332724094390869,69
100000,0.996,100000,1000,2.2233409881591797,71
100000,0.996,100000,2000,4.751720190048218,74
100000,0.996,100000,3000,5.709187984466553,70
100000,0.997,100,1000,0.09960174560546875,71
100000,0.997,100,2000,0.10030388832092285,133
100000,0.997,100,3000,0.1012113094329834,203
100000,0.997,1000,1000,0.998898983001709,125
100000,0.997,1000,2000,1.0412869453430176,126
100000,0.997,1000,3000,1.0122909545898438,140
100000,0.997,10000,1000,4.785023927688599,70
100000,0.997,10000,2000,5.5883870124816895,64
100000,0.997,10000,3000,4.964730978012085,64
100000,0.997,100000,1000,2.3984718322753906,65
100000,0.997,100000,2000,5.9091761112213135,67
100000,0.997,100000,3000,4.9734883308410645,67
100000,0.998,100,1000,0.10149121284484863,74
100000,0.998,100,2000,0.10074710845947266,123
100000,0.998,100,3000,0.10176396369934082,146
100000,0.998,1000,1000,1.0130207538604736,125
100000,0.998,1000,2000,1.0070867538452148,125
100000,0.998,1000,3000,1.0038766860961914,130
100000,0.998,10000,1000,6.618380069732666,66
100000,0.998,10000,2000,4.615144968032837,67
100000,0.998,10000,3000,8.823339939117432,64
100000,0.998,100000,1000,2.4902498722076416,65
100000,0.998,100000,2000,8.035928010940552,63
100000,0.998,100000,3000,5.962681770324707,63
1000000,0.99,100,1000,0.10779690742492676,65
1000000,0.99,100,2000,0.10488295555114746,148
1000000,0.99,100,3000,0.10366106033325195,163
1000000,0.99,1000,1000,1.0135502815246582,127
1000000,0.99,1000,2000,1.014740228652954,105
1000000,0.99,1000,3000,1.0071730613708496,110
1000000,0.99,10000,1000,2.61130690574646,70
1000000,0.99,10000,2000,2.7249972820281982,70
1000000,0.99,10000,3000,4.624705791473389,69
1000000,0.99,100000,1000,1.687596082687378,69
1000000,0.99,100000,2000,3.4992430210113525,73
1000000,0.99,100000,3000,3.781322956085205,73
1000000,0.991,100,1000,0.10827422142028809,74
1000000,0.991,100,2000,0.10472702980041504,152
1000000,0.991,100,3000,0.10257720947265625,147
1000000,0.991,1000,1000,1.0476720333099365,136
1000000,0.991,1000,2000,1.0332870483398438,141
1000000,0.991,1000,3000,1.0550711154937744,112
1000000,0.991,10000,1000,2.8855268955230713,64
1000000,0.991,10000,2000,2.9606359004974365,64
1000000,0.991,10000,3000,3.899122953414917,64
1000000,0.991,100000,1000,1.7535128593444824,70
1000000,0.991,100000,2000,2.7623038291931152,70
1000000,0.991,100000,3000,4.4257190227508545,77
1000000,0.992,100,1000,0.10059595108032227,77
1000000,0.992,100,2000,0.10007190704345703,168
1000000,0.992,100,3000,0.10213088989257812,155
1000000,0.992,1000,1000,1.0034770965576172,145
1000000,0.992,1000,2000,0.9973089694976807,134
1000000,0.992,1000,3000,0.9959421157836914,137
1000000,0.992,10000,1000,2.773097038269043,74
1000000,0.992,10000,2000,2.812195062637329,74
1000000,0.992,10000,3000,4.922443866729736,67
1000000,0.992,100000,1000,1.8782541751861572,67
1000000,0.992,100000,2000,2.846851110458374,67
1000000,0.992,100000,3000,4.812805891036987,67
1000000,0.993,100,1000,0.0999138355255127,67
1000000,0.993,100,2000,0.09970211982727051,166
1000000,0.993,100,3000,0.10264086723327637,139
1000000,0.993,1000,1000,0.9988081455230713,125
1000000,0.993,1000,2000,1.0018360614776611,120
1000000,0.993,1000,3000,1.003983974456787,121
1000000,0.993,10000,1000,3.177359104156494,76
1000000,0.993,10000,2000,4.159187078475952,65
1000000,0.993,10000,3000,4.034887790679932,65
1000000,0.993,100000,1000,2.4932172298431396,70
1000000,0.993,100000,2000,3.1241159439086914,73
1000000,0.993,100000,3000,5.378026962280273,68
1000000,0.994,100,1000,0.10135722160339355,68
1000000,0.994,100,2000,0.10421895980834961,135
1000000,0.994,100,3000,0.1033930778503418,150
1000000,0.994,1000,1000,1.052746057510376,105
1000000,0.994,1000,2000,1.0922629833221436,132
1000000,0.994,1000,3000,1.0557098388671875,127
1000000,0.994,10000,1000,3.360107183456421,73
1000000,0.994,10000,2000,4.504679203033447,66
1000000,0.994,10000,3000,4.240198850631714,66
1000000,0.994,100000,1000,2.1665098667144775,75
1000000,0.994,100000,2000,4.468096017837524,65
1000000,0.994,100000,3000,4.23417592048645,65
1000000,0.995,100,1000,0.10515499114990234,70
1000000,0.995,100,2000,0.10162091255187988,202
1000000,0.995,100,3000,0.10187482833862305,135
1000000,0.995,1000,1000,1.0284020900726318,124
1000000,0.995,1000,2000,1.0563461780548096,129
1000000,0.995,1000,3000,1.0738701820373535,108
1000000,0.995,10000,1000,3.859127998352051,69
1000000,0.995,10000,2000,4.824753999710083,68
1000000,0.995,10000,3000,4.627054929733276,68
1000000,0.995,100000,1000,2.3385260105133057,70
1000000,0.995,100000,2000,5.3071370124816895,72
1000000,0.995,100000,3000,5.943461894989014,67
1000000,0.996,100,1000,0.10698199272155762,67
1000000,0.996,100,2000,0.10615706443786621,153
1000000,0.996,100,3000,0.10329079627990723,139
1000000,0.996,1000,1000,1.0451750755310059,116
1000000,0.996,1000,2000,1.066560983657837,118
1000000,0.996,1000,3000,1.0568981170654297,136
1000000,0.996,10000,1000,4.832216024398804,65
1000000,0.996,10000,2000,3.944103240966797,65
1000000,0.996,10000,3000,6.7003912925720215,67
1000000,0.996,100000,1000,2.3978047370910645,67
1000000,0.996,100000,2000,5.56817102432251,71
1000000,0.996,100000,3000,6.388216972351074,69
1000000,0.997,100,1000,0.09976911544799805,69
1000000,0.997,100,2000,0.10008621215820312,169
1000000,0.997,100,3000,0.10366010665893555,172
1000000,0.997,1000,1000,0.9975121021270752,114
1000000,0.997,1000,2000,0.9999678134918213,115
1000000,0.997,1000,3000,1.0030081272125244,128
1000000,0.997,10000,1000,5.845659971237183,68
1000000,0.997,10000,2000,4.189697980880737,68
1000000,0.997,10000,3000,7.657736778259277,63
1000000,0.997,100000,1000,2.384148120880127,63
1000000,0.997,100000,2000,6.883641004562378,70
1000000,0.997,100000,3000,7.56577205657959,65
1000000,0.998,100,1000,0.10361003875732422,65
1000000,0.998,100,2000,0.10445785522460938,164
1000000,0.998,100,3000,0.10328006744384766,143
1000000,0.998,1000,1000,1.0368387699127197,120
1000000,0.998,1000,2000,1.0464038848876953,120
1000000,0.998,1000,3000,1.0001568794250488,127
1000000,0.998,10000,1000,3.7532999515533447,124
1000000,0.998,10000,2000,8.62390398979187,63
1000000,0.998,10000,3000,6.339328050613403,63
1000000,0.998,100000,1000,2.3183159828186035,91
1000000,0.998,100000,2000,8.930219888687134,63
1000000,0.998,100000,3000,6.305965900421143,63
10000000,0.99,100,1000,0.10084009170532227,90
10000000,0.99,100,2000,0.09964990615844727,158
10000000,0.99,100,3000,0.09946584701538086,150
10000000,0.99,1000,1000,0.999089241027832,123
10000000,0.99,1000,2000,1.0027010440826416,116
10000000,0.99,1000,3000,0.9980738162994385,131
10000000,0.99,10000,1000,3.026405096054077,72
10000000,0.99,10000,2000,2.807424783706665,72
10000000,0.99,10000,3000,4.806069612503052,72
10000000,0.99,100000,1000,2.8376290798187256,65
10000000,0.99,100000,2000,2.771186113357544,65
10000000,0.99,100000,3000,3.8305628299713135,72
10000000,0.991,100,1000,0.10070204734802246,72
10000000,0.991,100,2000,0.09980106353759766,171
10000000,0.991,100,3000,0.10043811798095703,176
10000000,0.991,1000,1000,1.0080721378326416,114
10000000,0.991,1000,2000,0.997075080871582,131
10000000,0.991,1000,3000,0.9972267150878906,121
10000000,0.991,10000,1000,2.87019419670105,67
10000000,0.991,10000,2000,2.926201105117798,67
10000000,0.991,10000,3000,5.212921857833862,70
10000000,0.991,100000,1000,1.9414188861846924,70
10000000,0.991,100000,2000,3.9690301418304443,67
10000000,0.991,100000,3000,3.9784998893737793,67
10000000,0.992,100,1000,0.10061287879943848,77
10000000,0.992,100,2000,0.10031485557556152,135
10000000,0.992,100,3000,0.10090208053588867,132
10000000,0.992,1000,1000,1.0640757083892822,113
10000000,0.992,1000,2000,1.0951528549194336,114
10000000,0.992,1000,3000,1.0621850490570068,111
10000000,0.992,10000,1000,3.2933578491210938,69
10000000,0.992,10000,2000,3.2393429279327393,69
10000000,0.992,10000,3000,5.323852062225342,67
10000000,0.992,100000,1000,2.1240601539611816,67
10000000,0.992,100000,2000,4.194936752319336,70
10000000,0.992,100000,3000,4.140300035476685,70
10000000,0.993,100,1000,0.10170722007751465,74
10000000,0.993,100,2000,0.10125899314880371,149
10000000,0.993,100,3000,0.10106921195983887,153
10000000,0.993,1000,1000,1.0036821365356445,115
10000000,0.993,1000,2000,1.0044448375701904,128
10000000,0.993,1000,3000,1.0066728591918945,123
10000000,0.993,10000,1000,3.35134220123291,69
10000000,0.993,10000,2000,3.148069143295288,69
10000000,0.993,10000,3000,4.154757976531982,73
10000000,0.993,100000,1000,2.203856945037842,75
10000000,0.993,100000,2000,4.494347810745239,70
10000000,0.993,100000,3000,5.788867235183716,68
10000000,0.994,100,1000,0.10442090034484863,68
10000000,0.994,100,2000,0.10338807106018066,145
10000000,0.994,100,3000,0.10187172889709473,185
10000000,0.994,1000,1000,1.039849042892456,119
10000000,0.994,1000,2000,1.036323070526123,129
10000000,0.994,1000,3000,1.0196888446807861,127
10000000,0.994,10000,1000,3.845484972000122,70
10000000,0.994,10000,2000,4.700979948043823,68
10000000,0.994,10000,3000,4.429311037063599,68
10000000,0.994,100000,1000,2.2538721561431885,74
10000000,0.994,100000,2000,4.637574195861816,67
10000000,0.994,100000,3000,5.74717903137207,65
10000000,0.995,100,1000,0.1010890007019043,65
10000000,0.995,100,2000,0.10029006004333496,134
10000000,0.995,100,3000,0.10102987289428711,175
10000000,0.995,1000,1000,1.0111701488494873,131
10000000,0.995,1000,2000,1.0040678977966309,133
10000000,0.995,1000,3000,1.0163383483886719,130
10000000,0.995,10000,1000,4.306522846221924,64
10000000,0.995,10000,2000,3.628683090209961,64
10000000,0.995,10000,3000,6.347694158554077,64
10000000,0.995,100000,1000,2.3573203086853027,64
10000000,0.995,100000,2000,5.35355019569397,68
10000000,0.995,100000,3000,4.6924848556518555,68
10000000,0.996,100,1000,0.1006619930267334,75
10000000,0.996,100,2000,0.09981012344360352,161
10000000,0.996,100,3000,0.10096287727355957,162
10000000,0.996,1000,1000,1.0131666660308838,122
10000000,0.996,1000,2000,1.0193982124328613,126
10000000,0.996,1000,3000,1.0039188861846924,148
10000000,0.996,10000,1000,2.6023359298706055,104
10000000,0.996,10000,2000,6.011234998703003,69
10000000,0.996,10000,3000,7.368024110794067,65
10000000,0.996,100000,1000,2.4348931312561035,65
10000000,0.996,100000,2000,6.215910196304321,70
10000000,0.996,100000,3000,7.2757110595703125,68
10000000,0.997,100,1000,0.1020510196685791,68
10000000,0.997,100,2000,0.10491418838500977,164
10000000,0.997,100,3000,0.10040593147277832,154
10000000,0.997,1000,1000,1.0414659976959229,120
10000000,0.997,1000,2000,1.030958652496338,137
10000000,0.997,1000,3000,1.0667462348937988,127
10000000,0.997,10000,1000,6.732992172241211,67
10000000,0.997,10000,2000,4.701195955276489,67
10000000,0.997,10000,3000,8.646416902542114,64
10000000,0.997,100000,1000,2.467428207397461,64
10000000,0.997,100000,2000,8.060600996017456,75
10000000,0.997,100000,3000,8.46610713005066,68
10000000,0.998,100,1000,0.1011350154876709,68
10000000,0.998,100,2000,0.10214924812316895,178
10000000,0.998,100,3000,0.10435986518859863,186
10000000,0.998,1000,1000,1.0562691688537598,137
10000000,0.998,1000,2000,1.0379061698913574,125
10000000,0.998,1000,3000,1.0523748397827148,125
10000000,0.998,10000,1000,4.151693105697632,114
10000000,0.998,10000,2000,5.6068620681762695,118
10000000,0.998,10000,3000,10.180292844772339,65
10000000,0.998,100000,1000,2.405142068862915,72
10000000,0.998,100000,2000,5.641750812530518,115
10000000,0.998,100000,3000,11.285217046737671,64
100000000,0.99,100,1000,0.11310815811157227,64
100000000,0.99,100,2000,0.10613107681274414,183
100000000,0.99,100,3000,0.10819721221923828,129
100000000,0.99,1000,1000,1.0223109722137451,131
100000000,0.99,1000,2000,1.0172569751739502,106
100000000,0.99,1000,3000,1.0389537811279297,118
100000000,0.99,10000,1000,3.202833890914917,68
100000000,0.99,10000,2000,3.0588550567626953,68
100000000,0.99,10000,3000,4.19792366027832,69
100000000,0.99,100000,1000,3.119710922241211,75
100000000,0.99,100000,2000,4.077078819274902,64
100000000,0.99,100000,3000,4.175719976425171,64
100000000,0.991,100,1000,0.10706305503845215,75
100000000,0.991,100,2000,0.1068878173828125,133
100000000,0.991,100,3000,0.10592985153198242,127
100000000,0.991,1000,1000,1.0979609489440918,129
100000000,0.991,1000,2000,1.0497169494628906,130
100000000,0.991,1000,3000,1.0238709449768066,116
100000000,0.991,10000,1000,3.053659200668335,69
100000000,0.991,10000,2000,4.2709739208221436,67
100000000,0.991,10000,3000,4.293175935745239,67
100000000,0.991,100000,1000,2.189584255218506,69
100000000,0.991,100000,2000,4.1843390464782715,72
100000000,0.991,100000,3000,4.1824562549591064,72
100000000,0.992,100,1000,0.10048508644104004,73
100000000,0.992,100,2000,0.09916400909423828,133
100000000,0.992,100,3000,0.09979581832885742,140
100000000,0.992,1000,1000,1.025834083557129,135
100000000,0.992,1000,2000,1.0169520378112793,115
100000000,0.992,1000,3000,1.0161998271942139,130
100000000,0.992,10000,1000,3.4459378719329834,69
100000000,0.992,10000,2000,4.446022033691406,67
100000000,0.992,10000,3000,5.371124982833862,63
100000000,0.992,100000,1000,2.312350273132324,63
100000000,0.992,100000,2000,4.50754189491272,76
100000000,0.992,100000,3000,4.299293279647827,76
100000000,0.993,100,1000,0.10046005249023438,76
100000000,0.993,100,2000,0.10077595710754395,166
100000000,0.993,100,3000,0.10229825973510742,119
100000000,0.993,1000,1000,1.014211893081665,125
100000000,0.993,1000,2000,1.009962797164917,109
100000000,0.993,1000,3000,1.0213332176208496,135
100000000,0.993,10000,1000,3.6489877700805664,64
100000000,0.993,10000,2000,3.398529052734375,64
100000000,0.993,10000,3000,5.893518686294556,65
100000000,0.993,100000,1000,2.452420234680176,65
